"Word","Letter_1","Letter_2","Letter_3","Letter_4","Letter_5","UniqueLetters"
"eased","e","a","s","e","d","easd"
"frail","f","r","a","i","l","frail"
"cough","c","o","u","g","h","cough"
"tombs","t","o","m","b","s","tombs"
"darts","d","a","r","t","s","darts"
"forts","f","o","r","t","s","forts"
"choir","c","h","o","i","r","choir"
"pouch","p","o","u","c","h","pouch"
"pinch","p","i","n","c","h","pinch"
"hairy","h","a","i","r","y","hairy"
"buyer","b","u","y","e","r","buyer"
"torch","t","o","r","c","h","torch"
"vigor","v","i","g","o","r","vigor"
"waltz","w","a","l","t","z","waltz"
"heats","h","e","a","t","s","heats"
"herbs","h","e","r","b","s","herbs"
"users","u","s","e","r","s","user"
"flint","f","l","i","n","t","flint"
"click","c","l","i","c","k","clik"
"madam","m","a","d","a","m","mad"
"bleak","b","l","e","a","k","bleak"
"blunt","b","l","u","n","t","blunt"
"aided","a","i","d","e","d","aide"
"lacks","l","a","c","k","s","lacks"
"masks","m","a","s","k","s","mask"
"waded","w","a","d","e","d","wade"
"risks","r","i","s","k","s","risk"
"nurse","n","u","r","s","e","nurse"
"chaos","c","h","a","o","s","chaos"
"sewed","s","e","w","e","d","sewd"
"cured","c","u","r","e","d","cured"
"ample","a","m","p","l","e","ample"
"lease","l","e","a","s","e","leas"
"steak","s","t","e","a","k","steak"
"sinks","s","i","n","k","s","sink"
"merit","m","e","r","i","t","merit"
"bluff","b","l","u","f","f","bluf"
"bathe","b","a","t","h","e","bathe"
"gleam","g","l","e","a","m","gleam"
"bonus","b","o","n","u","s","bonus"
"colts","c","o","l","t","s","colts"
"shear","s","h","e","a","r","shear"
"gland","g","l","a","n","d","gland"
"silky","s","i","l","k","y","silky"
"skate","s","k","a","t","e","skate"
"birch","b","i","r","c","h","birch"
"anvil","a","n","v","i","l","anvil"
"sleds","s","l","e","d","s","sled"
"groan","g","r","o","a","n","groan"
"maids","m","a","i","d","s","maids"
"meets","m","e","e","t","s","mets"
"speck","s","p","e","c","k","speck"
"hymns","h","y","m","n","s","hymns"
"hints","h","i","n","t","s","hints"
"drown","d","r","o","w","n","drown"
"bosom","b","o","s","o","m","bosm"
"slick","s","l","i","c","k","slick"
"quest","q","u","e","s","t","quest"
"coils","c","o","i","l","s","coils"
"spied","s","p","i","e","d","spied"
"snows","s","n","o","w","s","snow"
"stead","s","t","e","a","d","stead"
"snack","s","n","a","c","k","snack"
"plows","p","l","o","w","s","plows"
"blond","b","l","o","n","d","blond"
"tamed","t","a","m","e","d","tamed"
"thorn","t","h","o","r","n","thorn"
"waits","w","a","i","t","s","waits"
"glued","g","l","u","e","d","glued"
"banjo","b","a","n","j","o","banjo"
"tease","t","e","a","s","e","teas"
"arena","a","r","e","n","a","aren"
"bulky","b","u","l","k","y","bulky"
"carve","c","a","r","v","e","carve"
"stunt","s","t","u","n","t","stun"
"warms","w","a","r","m","s","warms"
"shady","s","h","a","d","y","shady"
"razor","r","a","z","o","r","razo"
"folly","f","o","l","l","y","foly"
"leafy","l","e","a","f","y","leafy"
"notch","n","o","t","c","h","notch"
"fools","f","o","o","l","s","fols"
"otter","o","t","t","e","r","oter"
"pears","p","e","a","r","s","pears"
"flush","f","l","u","s","h","flush"
"genus","g","e","n","u","s","genus"
"ached","a","c","h","e","d","ached"
"fives","f","i","v","e","s","fives"
"flaps","f","l","a","p","s","flaps"
"spout","s","p","o","u","t","spout"
"smote","s","m","o","t","e","smote"
"fumes","f","u","m","e","s","fumes"
"adapt","a","d","a","p","t","adpt"
"cuffs","c","u","f","f","s","cufs"
"tasty","t","a","s","t","y","tasy"
"stoop","s","t","o","o","p","stop"
"clips","c","l","i","p","s","clips"
"disks","d","i","s","k","s","disk"
"sniff","s","n","i","f","f","snif"
"lanes","l","a","n","e","s","lanes"
"brisk","b","r","i","s","k","brisk"
"imply","i","m","p","l","y","imply"
"demon","d","e","m","o","n","demon"
"super","s","u","p","e","r","super"
"furry","f","u","r","r","y","fury"
"raged","r","a","g","e","d","raged"
"growl","g","r","o","w","l","growl"
"texts","t","e","x","t","s","texs"
"hardy","h","a","r","d","y","hardy"
"stung","s","t","u","n","g","stung"
"typed","t","y","p","e","d","typed"
"hates","h","a","t","e","s","hates"
"wiser","w","i","s","e","r","wiser"
"timid","t","i","m","i","d","timd"
"serum","s","e","r","u","m","serum"
"beaks","b","e","a","k","s","beaks"
"rotor","r","o","t","o","r","rot"
"casts","c","a","s","t","s","cast"
"baths","b","a","t","h","s","baths"
"glide","g","l","i","d","e","glide"
"plots","p","l","o","t","s","plots"
"trait","t","r","a","i","t","trai"
"resin","r","e","s","i","n","resin"
"slums","s","l","u","m","s","slum"
"lyric","l","y","r","i","c","lyric"
"puffs","p","u","f","f","s","pufs"
"decks","d","e","c","k","s","decks"
"brood","b","r","o","o","d","brod"
"mourn","m","o","u","r","n","mourn"
"aloft","a","l","o","f","t","aloft"
"abuse","a","b","u","s","e","abuse"
"whirl","w","h","i","r","l","whirl"
"edged","e","d","g","e","d","edg"
"ovary","o","v","a","r","y","ovary"
"quack","q","u","a","c","k","quack"
"heaps","h","e","a","p","s","heaps"
"slang","s","l","a","n","g","slang"
"await","a","w","a","i","t","awit"
"civic","c","i","v","i","c","civ"
"saint","s","a","i","n","t","saint"
"bevel","b","e","v","e","l","bevl"
"sonar","s","o","n","a","r","sonar"
"aunts","a","u","n","t","s","aunts"
"packs","p","a","c","k","s","packs"
"froze","f","r","o","z","e","froze"
"tonic","t","o","n","i","c","tonic"
"corps","c","o","r","p","s","corps"
"swarm","s","w","a","r","m","swarm"
"frank","f","r","a","n","k","frank"
"repay","r","e","p","a","y","repay"
"gaunt","g","a","u","n","t","gaunt"
"wired","w","i","r","e","d","wired"
"niece","n","i","e","c","e","niec"
"cello","c","e","l","l","o","celo"
"needy","n","e","e","d","y","nedy"
"chuck","c","h","u","c","k","chuk"
"stony","s","t","o","n","y","stony"
"media","m","e","d","i","a","media"
"surge","s","u","r","g","e","surge"
"hurts","h","u","r","t","s","hurts"
"repel","r","e","p","e","l","repl"
"husky","h","u","s","k","y","husky"
"dated","d","a","t","e","d","date"
"hunts","h","u","n","t","s","hunts"
"mists","m","i","s","t","s","mist"
"exert","e","x","e","r","t","exrt"
"dries","d","r","i","e","s","dries"
"mates","m","a","t","e","s","mates"
"sworn","s","w","o","r","n","sworn"
"baker","b","a","k","e","r","baker"
"spice","s","p","i","c","e","spice"
"oasis","o","a","s","i","s","oasi"
"boils","b","o","i","l","s","boils"
"spurs","s","p","u","r","s","spur"
"doves","d","o","v","e","s","doves"
"sneak","s","n","e","a","k","sneak"
"paces","p","a","c","e","s","paces"
"colon","c","o","l","o","n","coln"
"siege","s","i","e","g","e","sieg"
"strum","s","t","r","u","m","strum"
"drier","d","r","i","e","r","drie"
"cacao","c","a","c","a","o","cao"
"humus","h","u","m","u","s","hums"
"bales","b","a","l","e","s","bales"
"piped","p","i","p","e","d","pied"
"nasty","n","a","s","t","y","nasty"
"rinse","r","i","n","s","e","rinse"
"boxer","b","o","x","e","r","boxer"
"shrub","s","h","r","u","b","shrub"
"amuse","a","m","u","s","e","amuse"
"tacks","t","a","c","k","s","tacks"
"cited","c","i","t","e","d","cited"
"slung","s","l","u","n","g","slung"
"delta","d","e","l","t","a","delta"
"laden","l","a","d","e","n","laden"
"larva","l","a","r","v","a","larv"
"rents","r","e","n","t","s","rents"
"yells","y","e","l","l","s","yels"
"spool","s","p","o","o","l","spol"
"spill","s","p","i","l","l","spil"
"crush","c","r","u","s","h","crush"
"jewel","j","e","w","e","l","jewl"
"snaps","s","n","a","p","s","snap"
"stain","s","t","a","i","n","stain"
"kicks","k","i","c","k","s","kics"
"tying","t","y","i","n","g","tying"
"slits","s","l","i","t","s","slit"
"rated","r","a","t","e","d","rated"
"eerie","e","e","r","i","e","eri"
"smash","s","m","a","s","h","smah"
"plums","p","l","u","m","s","plums"
"zebra","z","e","b","r","a","zebra"
"earns","e","a","r","n","s","earns"
"bushy","b","u","s","h","y","bushy"
"scary","s","c","a","r","y","scary"
"squad","s","q","u","a","d","squad"
"tutor","t","u","t","o","r","tuor"
"silks","s","i","l","k","s","silk"
"slabs","s","l","a","b","s","slab"
"bumps","b","u","m","p","s","bumps"
"evils","e","v","i","l","s","evils"
"fangs","f","a","n","g","s","fangs"
"snout","s","n","o","u","t","snout"
"peril","p","e","r","i","l","peril"
"pivot","p","i","v","o","t","pivot"
"yacht","y","a","c","h","t","yacht"
"lobby","l","o","b","b","y","loby"
"jeans","j","e","a","n","s","jeans"
"grins","g","r","i","n","s","grins"
"viola","v","i","o","l","a","viola"
"liner","l","i","n","e","r","liner"
"comet","c","o","m","e","t","comet"
"scars","s","c","a","r","s","scar"
"chops","c","h","o","p","s","chops"
"raids","r","a","i","d","s","raids"
"eater","e","a","t","e","r","eatr"
"slate","s","l","a","t","e","slate"
"skips","s","k","i","p","s","skip"
"soles","s","o","l","e","s","sole"
"misty","m","i","s","t","y","misty"
"urine","u","r","i","n","e","urine"
"knobs","k","n","o","b","s","knobs"
"sleet","s","l","e","e","t","slet"
"holly","h","o","l","l","y","holy"
"pests","p","e","s","t","s","pest"
"forks","f","o","r","k","s","forks"
"grill","g","r","i","l","l","gril"
"trays","t","r","a","y","s","trays"
"pails","p","a","i","l","s","pails"
"borne","b","o","r","n","e","borne"
"tenor","t","e","n","o","r","tenor"
"wares","w","a","r","e","s","wares"
"carol","c","a","r","o","l","carol"
"woody","w","o","o","d","y","wody"
"canon","c","a","n","o","n","cano"
"wakes","w","a","k","e","s","wakes"
"kitty","k","i","t","t","y","kity"
"miner","m","i","n","e","r","miner"
"polls","p","o","l","l","s","pols"
"shaky","s","h","a","k","y","shaky"
"nasal","n","a","s","a","l","nasl"
"scorn","s","c","o","r","n","scorn"
"chess","c","h","e","s","s","ches"
"taxis","t","a","x","i","s","taxis"
"crate","c","r","a","t","e","crate"
"shyly","s","h","y","l","y","shyl"
"tulip","t","u","l","i","p","tulip"
"forge","f","o","r","g","e","forge"
"nymph","n","y","m","p","h","nymph"
"budge","b","u","d","g","e","budge"
"lowly","l","o","w","l","y","lowy"
"abide","a","b","i","d","e","abide"
"depot","d","e","p","o","t","depot"
"oases","o","a","s","e","s","oase"
"asses","a","s","s","e","s","ase"
"sheds","s","h","e","d","s","shed"
"fudge","f","u","d","g","e","fudge"
"pills","p","i","l","l","s","pils"
"rivet","r","i","v","e","t","rivet"
"thine","t","h","i","n","e","thine"
"groom","g","r","o","o","m","grom"
"lanky","l","a","n","k","y","lanky"
"boost","b","o","o","s","t","bost"
"broth","b","r","o","t","h","broth"
"heave","h","e","a","v","e","heav"
"gravy","g","r","a","v","y","gravy"
"beech","b","e","e","c","h","bech"
"timed","t","i","m","e","d","timed"
"quail","q","u","a","i","l","quail"
"inert","i","n","e","r","t","inert"
"gears","g","e","a","r","s","gears"
"chick","c","h","i","c","k","chik"
"hinge","h","i","n","g","e","hinge"
"trash","t","r","a","s","h","trash"
"clash","c","l","a","s","h","clash"
"sighs","s","i","g","h","s","sigh"
"renew","r","e","n","e","w","renw"
"bough","b","o","u","g","h","bough"
"dwarf","d","w","a","r","f","dwarf"
"slows","s","l","o","w","s","slow"
"quill","q","u","i","l","l","quil"
"shave","s","h","a","v","e","shave"
"spore","s","p","o","r","e","spore"
"sixes","s","i","x","e","s","sixe"
"chunk","c","h","u","n","k","chunk"
"madly","m","a","d","l","y","madly"
"paced","p","a","c","e","d","paced"
"braid","b","r","a","i","d","braid"
"fuzzy","f","u","z","z","y","fuzy"
"motto","m","o","t","t","o","mot"
"spies","s","p","i","e","s","spie"
"slack","s","l","a","c","k","slack"
"mucus","m","u","c","u","s","mucs"
"magma","m","a","g","m","a","mag"
"awful","a","w","f","u","l","awful"
"discs","d","i","s","c","s","disc"
"erase","e","r","a","s","e","eras"
"posed","p","o","s","e","d","posed"
"asset","a","s","s","e","t","aset"
"cider","c","i","d","e","r","cider"
"taper","t","a","p","e","r","taper"
"theft","t","h","e","f","t","thef"
"churn","c","h","u","r","n","churn"
"satin","s","a","t","i","n","satin"
"slots","s","l","o","t","s","slot"
"taxed","t","a","x","e","d","taxed"
"bully","b","u","l","l","y","buly"
"sloth","s","l","o","t","h","sloth"
"shale","s","h","a","l","e","shale"
"tread","t","r","e","a","d","tread"
"raked","r","a","k","e","d","raked"
"curds","c","u","r","d","s","curds"
"manor","m","a","n","o","r","manor"
"aisle","a","i","s","l","e","aisle"
"bulge","b","u","l","g","e","bulge"
"loins","l","o","i","n","s","loins"
"stair","s","t","a","i","r","stair"
"tapes","t","a","p","e","s","tapes"
"leans","l","e","a","n","s","leans"
"bunks","b","u","n","k","s","bunks"
"squat","s","q","u","a","t","squat"
"towed","t","o","w","e","d","towed"
"lance","l","a","n","c","e","lance"
"panes","p","a","n","e","s","panes"
"sakes","s","a","k","e","s","sake"
"heirs","h","e","i","r","s","heirs"
"caste","c","a","s","t","e","caste"
"dummy","d","u","m","m","y","dumy"
"pores","p","o","r","e","s","pores"
"fauna","f","a","u","n","a","faun"
"crook","c","r","o","o","k","crok"
"poise","p","o","i","s","e","poise"
"epoch","e","p","o","c","h","epoch"
"risky","r","i","s","k","y","risky"
"warns","w","a","r","n","s","warns"
"fling","f","l","i","n","g","fling"
"berry","b","e","r","r","y","bery"
"grape","g","r","a","p","e","grape"
"flank","f","l","a","n","k","flank"
"drags","d","r","a","g","s","drags"
"squid","s","q","u","i","d","squid"
"pelts","p","e","l","t","s","pelts"
"icing","i","c","i","n","g","icng"
"irony","i","r","o","n","y","irony"
"irons","i","r","o","n","s","irons"
"barks","b","a","r","k","s","barks"
"whoop","w","h","o","o","p","whop"
"choke","c","h","o","k","e","choke"
"diets","d","i","e","t","s","diets"
"whips","w","h","i","p","s","whips"
"tally","t","a","l","l","y","taly"
"dozed","d","o","z","e","d","doze"
"twine","t","w","i","n","e","twine"
"kites","k","i","t","e","s","kites"
"bikes","b","i","k","e","s","bikes"
"ticks","t","i","c","k","s","ticks"
"riots","r","i","o","t","s","riots"
"roars","r","o","a","r","s","roas"
"vault","v","a","u","l","t","vault"
"looms","l","o","o","m","s","loms"
"scold","s","c","o","l","d","scold"
"blink","b","l","i","n","k","blink"
"dandy","d","a","n","d","y","dany"
"pupae","p","u","p","a","e","puae"
"sieve","s","i","e","v","e","siev"
"spike","s","p","i","k","e","spike"
"ducts","d","u","c","t","s","ducts"
"lends","l","e","n","d","s","lends"
"pizza","p","i","z","z","a","piza"
"brink","b","r","i","n","k","brink"
"widen","w","i","d","e","n","widen"
"plumb","p","l","u","m","b","plumb"
"pagan","p","a","g","a","n","pagn"
"feats","f","e","a","t","s","feats"
"bison","b","i","s","o","n","bison"
"soggy","s","o","g","g","y","sogy"
"scoop","s","c","o","o","p","scop"
"argon","a","r","g","o","n","argon"
"nudge","n","u","d","g","e","nudge"
"skiff","s","k","i","f","f","skif"
"amber","a","m","b","e","r","amber"
"sexes","s","e","x","e","s","sex"
"rouse","r","o","u","s","e","rouse"
"salts","s","a","l","t","s","salt"
"hitch","h","i","t","c","h","hitc"
"exalt","e","x","a","l","t","exalt"
"leash","l","e","a","s","h","leash"
"dined","d","i","n","e","d","dine"
"chute","c","h","u","t","e","chute"
"snort","s","n","o","r","t","snort"
"gusts","g","u","s","t","s","gust"
"melon","m","e","l","o","n","melon"
"cheat","c","h","e","a","t","cheat"
"reefs","r","e","e","f","s","refs"
"llama","l","l","a","m","a","lam"
"lasso","l","a","s","s","o","laso"
"debut","d","e","b","u","t","debut"
"quota","q","u","o","t","a","quota"
"oaths","o","a","t","h","s","oaths"
"prone","p","r","o","n","e","prone"
"mixes","m","i","x","e","s","mixes"
"rafts","r","a","f","t","s","rafts"
"dives","d","i","v","e","s","dives"
"stale","s","t","a","l","e","stale"
"inlet","i","n","l","e","t","inlet"
"flick","f","l","i","c","k","flick"
"pinto","p","i","n","t","o","pinto"
"brows","b","r","o","w","s","brows"
"untie","u","n","t","i","e","untie"
"batch","b","a","t","c","h","batch"
"greed","g","r","e","e","d","gred"
"chore","c","h","o","r","e","chore"
"stirs","s","t","i","r","s","stir"
"blush","b","l","u","s","h","blush"
"onset","o","n","s","e","t","onset"
"barbs","b","a","r","b","s","bars"
"volts","v","o","l","t","s","volts"
"beige","b","e","i","g","e","beig"
"swoop","s","w","o","o","p","swop"
"paddy","p","a","d","d","y","pady"
"laced","l","a","c","e","d","laced"
"shove","s","h","o","v","e","shove"
"jerky","j","e","r","k","y","jerky"
"poppy","p","o","p","p","y","poy"
"leaks","l","e","a","k","s","leaks"
"fares","f","a","r","e","s","fares"
"dodge","d","o","d","g","e","doge"
"godly","g","o","d","l","y","godly"
"squaw","s","q","u","a","w","squaw"
"affix","a","f","f","i","x","afix"
"brute","b","r","u","t","e","brute"
"nicer","n","i","c","e","r","nicer"
"undue","u","n","d","u","e","unde"
"snarl","s","n","a","r","l","snarl"
"merge","m","e","r","g","e","merg"
"doses","d","o","s","e","s","dose"
"showy","s","h","o","w","y","showy"
"daddy","d","a","d","d","y","day"
"roost","r","o","o","s","t","rost"
"vases","v","a","s","e","s","vase"
"swirl","s","w","i","r","l","swirl"
"petty","p","e","t","t","y","pety"
"colds","c","o","l","d","s","colds"
"curry","c","u","r","r","y","cury"
"cobra","c","o","b","r","a","cobra"
"genie","g","e","n","i","e","geni"
"flare","f","l","a","r","e","flare"
"messy","m","e","s","s","y","mesy"
"cores","c","o","r","e","s","cores"
"soaks","s","o","a","k","s","soak"
"ripen","r","i","p","e","n","ripen"
"whine","w","h","i","n","e","whine"
"amino","a","m","i","n","o","amino"
"plaid","p","l","a","i","d","plaid"
"spiny","s","p","i","n","y","spiny"
"mowed","m","o","w","e","d","mowed"
"baton","b","a","t","o","n","baton"
"peers","p","e","e","r","s","pers"
"vowed","v","o","w","e","d","vowed"
"pious","p","i","o","u","s","pious"
"swans","s","w","a","n","s","swan"
"exits","e","x","i","t","s","exits"
"afoot","a","f","o","o","t","afot"
"plugs","p","l","u","g","s","plugs"
"idiom","i","d","i","o","m","idom"
"chili","c","h","i","l","i","chil"
"rites","r","i","t","e","s","rites"
"serfs","s","e","r","f","s","serf"
"cleft","c","l","e","f","t","cleft"
"berth","b","e","r","t","h","berth"
"grubs","g","r","u","b","s","grubs"
"annex","a","n","n","e","x","anex"
"dizzy","d","i","z","z","y","dizy"
"hasty","h","a","s","t","y","hasty"
"latch","l","a","t","c","h","latch"
"wasps","w","a","s","p","s","wasp"
"mirth","m","i","r","t","h","mirth"
"baron","b","a","r","o","n","baron"
"plead","p","l","e","a","d","plead"
"aloof","a","l","o","o","f","alof"
"aging","a","g","i","n","g","agin"
"pixel","p","i","x","e","l","pixel"
"bared","b","a","r","e","d","bared"
"mummy","m","u","m","m","y","muy"
"hotly","h","o","t","l","y","hotly"
"auger","a","u","g","e","r","auger"
"buddy","b","u","d","d","y","budy"
"chaps","c","h","a","p","s","chaps"
"badge","b","a","d","g","e","badge"
"stark","s","t","a","r","k","stark"
"fairs","f","a","i","r","s","fairs"
"gully","g","u","l","l","y","guly"
"mumps","m","u","m","p","s","mups"
"emery","e","m","e","r","y","emry"
"filly","f","i","l","l","y","fily"
"ovens","o","v","e","n","s","ovens"
"drone","d","r","o","n","e","drone"
"gauze","g","a","u","z","e","gauze"
"idiot","i","d","i","o","t","idot"
"fussy","f","u","s","s","y","fusy"
"annoy","a","n","n","o","y","anoy"
"shank","s","h","a","n","k","shank"
"gouge","g","o","u","g","e","goue"
"bleed","b","l","e","e","d","bled"
"elves","e","l","v","e","s","elvs"
"roped","r","o","p","e","d","roped"
"unfit","u","n","f","i","t","unfit"
"baggy","b","a","g","g","y","bagy"
"mower","m","o","w","e","r","mower"
"scant","s","c","a","n","t","scant"
"grabs","g","r","a","b","s","grabs"
"fleas","f","l","e","a","s","fleas"
"lousy","l","o","u","s","y","lousy"
"album","a","l","b","u","m","album"
"sawed","s","a","w","e","d","sawed"
"cooky","c","o","o","k","y","coky"
"murky","m","u","r","k","y","murky"
"infer","i","n","f","e","r","infer"
"burly","b","u","r","l","y","burly"
"waged","w","a","g","e","d","waged"
"dingy","d","i","n","g","y","dingy"
"brine","b","r","i","n","e","brine"
"kneel","k","n","e","e","l","knel"
"creak","c","r","e","a","k","creak"
"vanes","v","a","n","e","s","vanes"
"smoky","s","m","o","k","y","smoky"
"spurt","s","p","u","r","t","spurt"
"combs","c","o","m","b","s","combs"
"easel","e","a","s","e","l","easl"
"laces","l","a","c","e","s","laces"
"humps","h","u","m","p","s","humps"
"rumor","r","u","m","o","r","rumo"
"aroma","a","r","o","m","a","arom"
"horde","h","o","r","d","e","horde"
"swiss","s","w","i","s","s","swi"
"leapt","l","e","a","p","t","leapt"
"opium","o","p","i","u","m","opium"
"slime","s","l","i","m","e","slime"
"afire","a","f","i","r","e","afire"
"pansy","p","a","n","s","y","pansy"
"mares","m","a","r","e","s","mares"
"soaps","s","o","a","p","s","soap"
"husks","h","u","s","k","s","husk"
"snips","s","n","i","p","s","snip"
"hazel","h","a","z","e","l","hazel"
"lined","l","i","n","e","d","lined"
"cafes","c","a","f","e","s","cafes"
"naive","n","a","i","v","e","naive"
"wraps","w","r","a","p","s","wraps"
"sized","s","i","z","e","d","sized"
"piers","p","i","e","r","s","piers"
"beset","b","e","s","e","t","best"
"agile","a","g","i","l","e","agile"
"tongs","t","o","n","g","s","tongs"
"steed","s","t","e","e","d","sted"
"fraud","f","r","a","u","d","fraud"
"booty","b","o","o","t","y","boty"
"valor","v","a","l","o","r","valor"
"downy","d","o","w","n","y","downy"
"witty","w","i","t","t","y","wity"
"mossy","m","o","s","s","y","mosy"
"psalm","p","s","a","l","m","psalm"
"scuba","s","c","u","b","a","scuba"
"tours","t","o","u","r","s","tours"
"polka","p","o","l","k","a","polka"
"milky","m","i","l","k","y","milky"
"gaudy","g","a","u","d","y","gaudy"
"shrug","s","h","r","u","g","shrug"
"tufts","t","u","f","t","s","tufs"
"wilds","w","i","l","d","s","wilds"
"laser","l","a","s","e","r","laser"
"truss","t","r","u","s","s","trus"
"hares","h","a","r","e","s","hares"
"creed","c","r","e","e","d","cred"
"lilac","l","i","l","a","c","liac"
"siren","s","i","r","e","n","siren"
"tarry","t","a","r","r","y","tary"
"bribe","b","r","i","b","e","brie"
"swine","s","w","i","n","e","swine"
"muted","m","u","t","e","d","muted"
"flips","f","l","i","p","s","flips"
"cures","c","u","r","e","s","cures"
"sinew","s","i","n","e","w","sinew"
"boxed","b","o","x","e","d","boxed"
"hoops","h","o","o","p","s","hops"
"gasps","g","a","s","p","s","gasp"
"hoods","h","o","o","d","s","hods"
"niche","n","i","c","h","e","niche"
"yucca","y","u","c","c","a","yuca"
"glows","g","l","o","w","s","glows"
"sewer","s","e","w","e","r","sewr"
"whack","w","h","a","c","k","whack"
"fuses","f","u","s","e","s","fuse"
"gowns","g","o","w","n","s","gowns"
"droop","d","r","o","o","p","drop"
"bucks","b","u","c","k","s","bucks"
"pangs","p","a","n","g","s","pangs"
"mails","m","a","i","l","s","mails"
"whisk","w","h","i","s","k","whisk"
"haven","h","a","v","e","n","haven"
"clasp","c","l","a","s","p","clasp"
"sling","s","l","i","n","g","sling"
"stint","s","t","i","n","t","stin"
"urges","u","r","g","e","s","urges"
"champ","c","h","a","m","p","champ"
"piety","p","i","e","t","y","piety"
"chirp","c","h","i","r","p","chirp"
"pleat","p","l","e","a","t","pleat"
"posse","p","o","s","s","e","pose"
"sunup","s","u","n","u","p","sunp"
"menus","m","e","n","u","s","menus"
"howls","h","o","w","l","s","howls"
"quake","q","u","a","k","e","quake"
"knack","k","n","a","c","k","knac"
"plaza","p","l","a","z","a","plaz"
"fiend","f","i","e","n","d","fiend"
"caked","c","a","k","e","d","caked"
"bangs","b","a","n","g","s","bangs"
"erupt","e","r","u","p","t","erupt"
"poker","p","o","k","e","r","poker"
"olden","o","l","d","e","n","olden"
"cramp","c","r","a","m","p","cramp"
"voter","v","o","t","e","r","voter"
"poses","p","o","s","e","s","pose"
"manly","m","a","n","l","y","manly"
"slump","s","l","u","m","p","slump"
"fined","f","i","n","e","d","fined"
"grips","g","r","i","p","s","grips"
"gaped","g","a","p","e","d","gaped"
"purge","p","u","r","g","e","purge"
"hiked","h","i","k","e","d","hiked"
"maize","m","a","i","z","e","maize"
"fluff","f","l","u","f","f","flu"
"strut","s","t","r","u","t","stru"
"sloop","s","l","o","o","p","slop"
"prowl","p","r","o","w","l","prowl"
"roach","r","o","a","c","h","roach"
"cocks","c","o","c","k","s","coks"
"bland","b","l","a","n","d","bland"
"dials","d","i","a","l","s","dials"
"plume","p","l","u","m","e","plume"
"slaps","s","l","a","p","s","slap"
"soups","s","o","u","p","s","soup"
"dully","d","u","l","l","y","duly"
"wills","w","i","l","l","s","wils"
"foams","f","o","a","m","s","foams"
"solos","s","o","l","o","s","sol"
"skier","s","k","i","e","r","skier"
"eaves","e","a","v","e","s","eavs"
"totem","t","o","t","e","m","toem"
"fused","f","u","s","e","d","fused"
"latex","l","a","t","e","x","latex"
"veils","v","e","i","l","s","veils"
"mused","m","u","s","e","d","mused"
"mains","m","a","i","n","s","mains"
"myrrh","m","y","r","r","h","myrh"
"racks","r","a","c","k","s","racks"
"galls","g","a","l","l","s","gals"
"gnats","g","n","a","t","s","gnats"
"bouts","b","o","u","t","s","bouts"
"sisal","s","i","s","a","l","sial"
"shuts","s","h","u","t","s","shut"
"hoses","h","o","s","e","s","hose"
"dryly","d","r","y","l","y","dryl"
"hover","h","o","v","e","r","hover"
"gloss","g","l","o","s","s","glos"
"seeps","s","e","e","p","s","sep"
"denim","d","e","n","i","m","denim"
"putty","p","u","t","t","y","puty"
"guppy","g","u","p","p","y","gupy"
"leaky","l","e","a","k","y","leaky"
"dusky","d","u","s","k","y","dusky"
"filth","f","i","l","t","h","filth"
"oboes","o","b","o","e","s","obes"
"spans","s","p","a","n","s","span"
"fowls","f","o","w","l","s","fowls"
"adorn","a","d","o","r","n","adorn"
"glaze","g","l","a","z","e","glaze"
"haunt","h","a","u","n","t","haunt"
"dares","d","a","r","e","s","dares"
"obeys","o","b","e","y","s","obeys"
"bakes","b","a","k","e","s","bakes"
"abyss","a","b","y","s","s","abys"
"smelt","s","m","e","l","t","smelt"
"gangs","g","a","n","g","s","gans"
"aches","a","c","h","e","s","aches"
"trawl","t","r","a","w","l","trawl"
"claps","c","l","a","p","s","claps"
"undid","u","n","d","i","d","undi"
"spicy","s","p","i","c","y","spicy"
"hoist","h","o","i","s","t","hoist"
"fades","f","a","d","e","s","fades"
"vicar","v","i","c","a","r","vicar"
"acorn","a","c","o","r","n","acorn"
"pussy","p","u","s","s","y","pusy"
"gruff","g","r","u","f","f","gruf"
"musty","m","u","s","t","y","musty"
"tarts","t","a","r","t","s","tars"
"snuff","s","n","u","f","f","snuf"
"hunch","h","u","n","c","h","hunc"
"truce","t","r","u","c","e","truce"
"tweed","t","w","e","e","d","twed"
"dryer","d","r","y","e","r","drye"
"loser","l","o","s","e","r","loser"
"sheaf","s","h","e","a","f","sheaf"
"moles","m","o","l","e","s","moles"
"lapse","l","a","p","s","e","lapse"
"tawny","t","a","w","n","y","tawny"
"vexed","v","e","x","e","d","vexd"
"autos","a","u","t","o","s","autos"
"wager","w","a","g","e","r","wager"
"domes","d","o","m","e","s","domes"
"sheen","s","h","e","e","n","shen"
"clang","c","l","a","n","g","clang"
"spade","s","p","a","d","e","spade"
"sowed","s","o","w","e","d","sowed"
"broil","b","r","o","i","l","broil"
"slyly","s","l","y","l","y","sly"
"studs","s","t","u","d","s","stud"
"grunt","g","r","u","n","t","grunt"
"donor","d","o","n","o","r","donr"
"slugs","s","l","u","g","s","slug"
"aspen","a","s","p","e","n","aspen"
"homer","h","o","m","e","r","homer"
"croak","c","r","o","a","k","croak"
